"ID" "chr" "start" "end" "state" "median" "event_scale" "size" "num.marks" "arm.size.perc" "states2"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "19q" 58326994 58599355 "3" -0.160625 "" 272361 34 0.00840163570325467 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 14404 1577075 "2" -0.363125 "" 1562671 96 0.0126634602917342 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 1598012 2801693 "3" -0.19 "" 1203681 53 0.00975430307941653 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 2768091 6461367 "2" -0.471875 "" 3693276 45 0.0299293030794165 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 6443034 16237183 "3" -0.0625 "" 9794149 178 0.0793691166936791 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 16241213 18748866 "2" -0.50375 "" 2507653 46 0.0203213371150729 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 18871430 19799945 "3" -0.05375 "" 928515 21 0.00752443273905997 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 19814029 21003934 "4" 0.34875 "" 1189905 23 0.00964266612641815 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 21177054 32248856 "3" -0.015 "" 11071802 269 0.089722868719611 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 32251244 35193446 "2" -0.43375 "" 2942202 56 0.0238428038897893 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 35268709 42776790 "3" -0.1325 "" 7508081 147 0.0608434440842788 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 42784991 43937240 "2" -0.358125 "" 1152249 34 0.00933751215559157 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 43937918 46719146 "3" -0.00374999999999999 "" 2781228 85 0.0225383144246353 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 46757838 51798427 "4" 0.3575 "" 5040589 52 0.0408475607779579 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 51789191 55064852 "3" 0.06125 "" 3275661 80 0.0265450648298217 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 55066359 59975054 "4" 0.44 "" 4908695 32 0.0397787277147488 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 59987269 77086402 "3" -0.04 "focal" 17099133 103 0.138566717990276 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 77088989 90893612 "4" 0.4825 "focal" 13804623 111 0.111868905996759 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1p" 90915298 121568791 "3" 0.01625 "focal" 30653493 349 0.248407560777958 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 143735983 145959179 "3" -0.14 "" 2223196 41 0.0177067486042251 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 145927258 148186980 "2" -0.321875 "" 2259722 47 0.0179976616409155 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 148159213 151070325 "3" -0.1325 "" 2911112 99 0.0231856877858466 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 151060397 152047907 "2" -0.5125 "" 987510 52 0.00786506961786471 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 152106317 155018523 "3" 0.08625 "" 2912206 89 0.023194401000054 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 155018520 156053798 "2" -0.375 "" 1035278 56 0.0082455200897649 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 156054782 159055155 "3" 0.05875 "" 3000373 79 0.02389661119843 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 158999971 160754821 "4" 0.41875 "" 1754850 52 0.0139765849651243 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 160775954 197907367 "3" -0.10125 "focal" 37131413 348 0.295734876866752 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 197911902 202439957 "2" -0.3275 "" 4528055 54 0.0360639059943903 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 202471864 206102449 "3" 0.05625 "" 3630585 87 0.028915964171072 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 206106936 207763263 "4" 0.28875 "" 1656327 37 0.0131918939200099 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 207822903 220046530 "3" -0.1775 "" 12223627 92 0.0973556493988018 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 220057482 231422287 "2" -0.35625 "" 11364805 178 0.0905155213804994 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 231363797 248826443 "3" -0.1975 "focal" 17462646 174 0.139082061449633 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "1q" 248838210 248937043 "2" -0.72 "" 98833 4 0.000787160054624685 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20p" 270863 675800 "2" -0.59125 "" 404937 13 0.0144105693950178 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20p" 760080 1393164 "3" 0.2275 "" 633084 19 0.0225296797153025 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20p" 1442162 2655198 "4" 0.39125 "" 1213036 24 0.0431685409252669 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20p" 2656097 23928954 "3" -0.014375 "large_scale" 21272857 192 0.757041174377224 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20p" 23980585 26196891 "2" -0.546875 "" 2216306 35 0.0788720996441281 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20q" 28563850 33181412 "3" -0.1125 "focal" 4617562 65 0.127050979047064 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20q" 33193585 35412031 "2" -0.3825 "" 2218446 58 0.0610399462450192 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20q" 35433029 47354633 "3" 0.0675 "focal" 11921604 191 0.328019734225853 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20q" 47352622 50840749 "4" 0.41875 "" 3488127 50 0.0959748781695836 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20q" 50888916 58995133 "3" -0.06 "focal" 8106217 69 0.223040384994929 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20q" 58985686 62805961 "2" -0.323125 "focal" 3820275 49 0.105113841238953 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20q" 62804835 63708025 "3" -0.1275 "" 903190 35 0.0248510304280739 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "20q" 63707465 64304820 "2" -0.393125 "" 597355 30 0.0164360624911282 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "21p" 5022531 9838011 "3" 0.37 "large_scale" 4815480 20 0.40129 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "21q" 13843133 25607517 "4" 0.44 "large_scale" 11764384 38 0.338933729814849 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "21q" 25639258 46286297 "3" 0.0475 "large_scale" 20647039 313 0.5948443996645 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "21q" 46246890 46669249 "2" -0.605625 "" 422359 13 0.0121682283739522 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22p" 11827523 12626642 "4" 0.845 "" 799119 3 0.0532746 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 15784959 17779481 "3" -0.08125 "" 1994522 31 0.0556841794573682 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 17787649 20859417 "2" -0.461875 "" 3071768 101 0.0857593351005409 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 20774113 22162681 "3" -0.099375 "" 1388568 55 0.0387668171625877 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 22195799 23125032 "4" 0.58625 "" 929233 51 0.0259428460201034 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 23145366 23608407 "3" -0.08625 "" 463041 16 0.0129274373208815 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 23608452 24633443 "2" -0.4025 "" 1024991 54 0.0286162713603496 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 24644791 37582616 "3" -0.126875 "large_scale" 12937825 233 0.361205426206392 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 37578669 38091559 "2" -0.355 "" 512890 27 0.0143191495515665 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 38111495 38723505 "3" 0.13375 "" 612010 21 0.0170864370860306 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 38733290 40043534 "4" 0.4775 "" 1310244 45 0.0365801239740348 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 40044817 41468692 "3" -0.1325 "" 1423875 35 0.0397525377132266 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 41525799 42777296 "2" -0.345 "" 1251497 51 0.0349399924083855 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 42791814 45341955 "3" -0.149375 "" 2550141 40 0.0711962611019544 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "22q" 45344063 50799123 "2" -0.470625 "focal" 5455060 114 0.15229741260849 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2p" 38814 11466177 "4" 0.39125 "focal" 11427363 103 0.121697156549521 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2p" 11482341 41956806 "3" -0.043125 "focal" 30474465 268 0.324541693290735 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2p" 42048021 51225575 "4" 0.31625 "" 9177554 87 0.097737529286475 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2p" 53532672 56386171 "3" 0.12 "" 2853499 39 0.0303887007454739 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2p" 56173534 61881353 "2" -0.480625 "" 5707819 37 0.0607861448349308 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2p" 61888724 65053017 "3" -0.05375 "" 3164293 34 0.033698541001065 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2p" 65056354 69674349 "4" 0.32125 "" 4617995 37 0.0491799254526092 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2p" 69644425 87636740 "3" -0.0425 "focal" 17992315 208 0.191611448349308 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2p" 87455476 91748986 "4" 0.70375 "" 4293510 73 0.0457242811501597 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2q" 94193659 131491236 "3" -0.0975 "focal" 37297577 375 0.251511830971397 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2q" 131492813 134959342 "2" -0.37875 "" 3466529 25 0.0233761312673326 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2q" 134964485 143598002 "3" 0.20375 "" 8633517 25 0.0582191081311444 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2q" 143601517 152175763 "4" 0.475 "" 8574246 35 0.0578194211023193 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2q" 152176020 189877629 "3" 0.11125 "focal" 37701609 264 0.254236373321455 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2q" 189879609 197676045 "4" 0.48 "" 7796436 55 0.0525743506987415 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2q" 197693106 216487196 "3" 0.038125 "focal" 18794090 177 0.126735739089465 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2q" 216498825 218402722 "4" 0.41625 "" 1903897 30 0.0128387058615349 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2q" 218419121 240558925 "3" 0.01125 "focal" 22139804 250 0.149297168590546 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2q" 240560054 241812016 "2" -0.44125 "" 1251962 41 0.00844245874005736 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "2q" 241809065 242130807 "3" 0.02125 "" 321742 13 0.00216962939765227 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3p" 109707 11771350 "3" 0.01125 "focal" 11661643 94 0.128290902090209 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3p" 11607184 13638422 "4" 0.336875 "" 2031238 23 0.0223458525852585 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3p" 13816258 16231992 "3" 0.07625 "" 2415734 46 0.0265757315731573 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3p" 16257061 32260230 "4" 0.633125 "focal" 16003169 69 0.176052464246425 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3p" 32391698 39052157 "3" 0.11 "" 6660459 68 0.0732723762376238 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3p" 39052013 45034588 "4" 0.42875 "" 5982575 101 0.0658149064906491 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3p" 45082277 64003462 "3" 0.015 "focal" 18921185 323 0.208153850385039 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3p" 63911518 89482134 "4" 0.495 "focal" 25570616 92 0.281304906490649 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3q" 91374236 120742993 "4" 0.44375 "focal" 29368757 177 0.273463421331975 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3q" 120742637 141807919 "3" 0.045 "focal" 21065282 267 0.196146676791356 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3q" 141763408 161078902 "4" 0.43375 "focal" 19315494 166 0.179853749818463 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3q" 161083883 179451476 "3" 0.1875 "focal" 18367593 92 0.17102749099709 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3q" 179396961 184582408 "2" -0.373125 "" 5185447 69 0.0482836259551477 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3q" 184710364 186787749 "3" -0.11625 "" 2077385 37 0.0193433045029357 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3q" 186789880 194322871 "4" 0.5 "" 7532991 55 0.0701424814037236 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3q" 194339768 194689037 "3" -0.06125 "" 349269 13 0.00325217358382575 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3q" 195068284 195550581 "2" -0.495625 "" 482297 8 0.00449084677700686 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3q" 195554610 196287957 "1" -0.933125 "" 733347 36 0.00682846671527637 "del"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "3q" 196248230 198222513 "2" -0.38125 "" 1974283 60 0.0183832834279488 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "4p" 53286 3074538 "2" -0.390625 "" 3021252 85 0.06042504 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "4p" 3244369 38701517 "3" 0.020625 "large_scale" 35457148 190 0.70914296 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "4p" 38772238 41935075 "2" -0.48125 "" 3162837 49 0.06325674 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "4p" 41935129 49561470 "3" -0.040625 "focal" 7626341 44 0.15252682 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "4q" 51843000 71030914 "3" 0.0375 "focal" 19187914 111 0.136846805953918 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "4q" 71062667 78182046 "4" 0.446875 "" 7119379 69 0.0507748928062425 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "4q" 78551747 140756385 "3" 0.0375 "large_scale" 62204638 353 0.443638950321527 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "4q" 140641840 145129524 "4" 0.344375 "" 4487684 31 0.0320058356281201 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "4q" 145110838 184472609 "3" 0.09625 "focal" 39361771 216 0.280725285616746 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "4q" 184474802 190022665 "4" 0.645 "" 5547863 50 0.039566955085369 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5p" 92168 1345099 "2" -0.50875 "" 1252931 39 0.0256748155737705 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5p" 1345197 39103677 "3" -0.061875 "large_scale" 37758480 186 0.773739344262295 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5p" 39105252 42924756 "4" 0.32125 "" 3819504 29 0.0782685245901639 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5p" 42892319 45696498 "3" -0.08 "" 2804179 35 0.0574626844262295 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 50396192 77427124 "3" -0.03125 "focal" 27030932 222 0.203640850826588 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 77146568 81751797 "2" -0.4175 "" 4605229 51 0.034694059080585 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 81892490 112530412 "3" -0.0425 "focal" 30637922 147 0.230814553624664 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 112707518 123029354 "4" 0.39125 "" 10321836 66 0.0777608210154391 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 123022487 132807241 "3" -0.045 "" 9784754 69 0.0737146477113279 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 132813302 134924644 "4" 0.37375 "" 2111342 44 0.0159060546364406 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 134924648 138349641 "3" 0.16875 "" 3424993 36 0.0258026060142916 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 138352685 140043299 "4" 0.44 "" 1690614 38 0.0127364485020103 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 140071312 141159061 "3" -0.068125 "" 1087749 59 0.00819469087657689 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 141172644 141879246 "4" 0.7825 "" 706602 63 0.00532327307381665 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 141882815 149404202 "3" 0.04125 "" 7521387 68 0.0566632940394374 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 149372174 151081617 "4" 0.41625 "" 1709443 43 0.0128782990893379 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 151100706 170083382 "3" 0.1775 "focal" 18982676 98 0.143008324374663 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 169861303 174243501 "4" 0.44125 "" 4382198 51 0.0330138276109226 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "5q" 174561776 181324685 "3" -0.135 "" 6762909 153 0.0509492067392567 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 285443 1528911 "4" 0.50125 "" 1243468 17 0.020793779264214 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 1609915 10407928 "3" -0.0425 "focal" 8798013 95 0.147123963210702 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 10409340 13980310 "4" 0.37375 "" 3570970 47 0.0597152173913044 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 14117256 29559732 "3" 0.03 "focal" 15442476 192 0.258235384615385 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 29555629 30346854 "4" 0.406875 "" 791225 56 0.0132311872909699 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 30345131 31272130 "3" -0.048125 "" 926999 50 0.0155016555183946 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 31272240 31652705 "4" 0.409375 "" 380465 34 0.00636229096989967 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 31652416 32168281 "3" 0.16 "" 515865 67 0.00862650501672241 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 32168212 33080775 "4" 0.46375 "" 912563 40 0.0152602508361204 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 33075990 41201149 "3" -0.00875000000000001 "focal" 8125159 159 0.135872224080268 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 41208713 43672600 "2" -0.395 "" 2463887 80 0.0412021237458194 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6p" 43671202 58438364 "3" -0.13 "focal" 14767162 120 0.246942508361204 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6q" 60353963 73571961 "3" -0.05 "focal" 13217998 57 0.119074649123179 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6q" 73593379 83198935 "2" -0.40125 "" 9605556 46 0.0865318795125441 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6q" 83210402 115002280 "3" -0.085 "focal" 31791878 165 0.286397888531752 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6q" 115901795 149112672 "4" 0.389375 "focal" 33210877 236 0.299180974747315 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6q" 149218641 170160471 "3" 0.030625 "focal" 20941830 208 0.188654973260494 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "6q" 170166228 170584692 "4" 0.5475 "" 418464 13 0.00376974288925464 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "7p" 19018 530163 "3" -0.08125 "" 511145 13 0.00850490848585691 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "7p" 549197 7982228 "2" -0.3975 "focal" 7433031 138 0.12367772046589 "neut"
"NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "7p" 8113184 32762924 "3" 0.095 "large_scale" 24649740 197 0.410145424292845 "neut"
