GENE_ID	NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1	NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1	NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1	NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1	NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1	NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1	NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1	NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1
ENSG00000233063	2	1	0	0	0	0	1	0
ENSG00000233064	4	12	5	0	4	7	4	2
ENSG00000233067	0	1	0	0	0	12	1	5
ENSG00000233068	1	2	36	9	5	0	0	0
ENSG00000233069	0	0	0	0	0	0	1	0
ENSG00000233070	0	0	0	0	22	4	13	1
ENSG00000233071	0	0	0	0	0	0	0	0
ENSG00000233072	3	15	5	1	2	4	12	11
ENSG00000233073	51	16	34	8	16	14	35	39
ENSG00000233077	66	472	49	479	82	96	54	221
ENSG00000233078	0	0	0	1	7	0	1	8
ENSG00000233079	1	0	0	0	0	0	0	22
ENSG00000233080	2	5	4	3	2	0	1	2
ENSG00000233081	11	8	8	4	14	0	14	11
ENSG00000233082	0	0	0	0	0	0	0	1
ENSG00000233083	0	0	0	0	0	0	0	0
ENSG00000233084	3	11	13	10	8	9	7	7
ENSG00000233085	0	0	2	0	3	1	2	3
ENSG00000233086	0	0	0	3	0	0	1	0
ENSG00000233087	9	7	15	19	26	4	3	7
ENSG00000233090	14	14	8	0	1	2	10	9
ENSG00000233093	45	3	146	29	562	45	55	25
ENSG00000233096	4	1	3	0	0	1	2	0
ENSG00000233098	618	662	1182	575	909	749	553	790
ENSG00000233099	0	0	0	0	0	0	0	0
ENSG00000233101	142	36	276	37	248	117	157	125
ENSG00000233103	0	1	0	0	0	0	0	0
ENSG00000233105	0	0	0	0	0	0	0	0
ENSG00000233106	0	0	0	2	0	0	0	0
ENSG00000233107	0	0	0	0	0	0	0	0
ENSG00000233108	10	4	7	15	11	2	8	6
ENSG00000233109	1	0	0	0	0	0	0	0
ENSG00000233110	86	195	21	12	105	124	43	95
ENSG00000233111	6	12	13	9	4	5	9	12
ENSG00000233114	0	0	1	0	1	0	1	0
ENSG00000233115	0	1	2	0	0	0	1	1
ENSG00000233117	475	59	580	33	648	634	173	86
ENSG00000233118	0	0	0	0	0	0	0	0
ENSG00000233120	0	0	0	0	0	0	0	0
ENSG00000233121	10	4	28	3	20	17	8	5
ENSG00000233122	39	137	76	198	85	85	24	139
ENSG00000233123	0	0	0	0	0	0	0	0
ENSG00000233124	0	1	0	0	0	3	0	1
ENSG00000233125	0	0	0	0	4	0	0	0
ENSG00000233126	0	0	0	0	0	0	0	0
ENSG00000233128	0	0	0	0	0	0	0	0
ENSG00000233129	0	1	1	2	0	0	0	3
ENSG00000233131	7	5	4	2	1	0	2	9
ENSG00000233132	0	0	0	0	0	0	0	0
ENSG00000233133	0	0	0	0	1	7	1	3
ENSG00000233134	0	0	0	0	0	0	0	0
ENSG00000233135	0	0	1	0	0	0	0	0
ENSG00000233136	0	0	0	0	0	0	0	0
ENSG00000233138	78	79	45	46	57	78	117	43
ENSG00000233139	0	0	0	0	0	0	0	0
ENSG00000233143	44	117	312	112	408	175	121	398
ENSG00000233144	27	20	20	24	27	48	7	27
ENSG00000233145	0	0	0	0	0	0	0	0
ENSG00000233146	3	2	0	0	0	0	0	1
ENSG00000233148	13	4	7	4	1	2	9	1
ENSG00000233153	5	0	2	2	3	2	1	0
ENSG00000233154	14	7	21	3	25	25	15	17
ENSG00000233155	7	32	144	32	40	15	10	29
ENSG00000233156	0	0	0	0	0	0	0	0
ENSG00000233157	2	0	1	1	3	0	0	1
ENSG00000233158	0	0	0	0	0	0	0	0
ENSG00000233159	0	0	0	0	0	0	0	0
ENSG00000233162	0	0	0	0	0	0	0	0
ENSG00000233163	5	0	0	1	0	1	0	3
ENSG00000233167	0	0	0	0	0	0	0	0
ENSG00000233170	37	75	66	30	62	41	18	49
ENSG00000233173	0	0	0	0	0	0	0	0
ENSG00000233175	533	472	793	385	993	639	441	434
ENSG00000233176	7	5	1	0	3	2	1	0
ENSG00000233178	35	57	42	39	76	53	16	50
ENSG00000233179	0	0	0	0	0	0	0	0
ENSG00000233183	0	0	1	0	1	1	1	6
ENSG00000233184	430	1124	610	255	785	796	290	1046
ENSG00000233186	0	1	0	0	0	2	0	0
ENSG00000233189	2	0	0	0	0	3	0	1
ENSG00000233190	0	0	0	0	0	0	0	0
ENSG00000233191	10	0	23	3	16	11	11	67
ENSG00000233193	0	0	0	0	0	1	0	0
ENSG00000233196	6	14	13	1	5	9	2	9
ENSG00000233197	3	0	0	0	0	0	0	0
ENSG00000233198	85	78	330	96	136	59	69	46
ENSG00000233200	4	0	1	0	11	1	0	4
ENSG00000233203	36	68	31	31	29	42	49	25
ENSG00000233204	0	0	0	0	3	0	0	0
ENSG00000233205	3	2	12	1	1	2	2	0
ENSG00000233206	0	0	0	0	0	0	0	0
ENSG00000233208	8	4	7	1	37	96	0	4
ENSG00000233211	0	0	0	0	0	0	0	0
ENSG00000233213	2	1	0	0	1	3	0	0
ENSG00000233214	2	4	2	1	9	2	7	2
ENSG00000233215	0	0	0	0	0	0	0	0
ENSG00000233216	0	0	5	1	10	1	1	4
ENSG00000233217	2	151	14	21	12	37	2	24
ENSG00000233219	0	0	2	1	0	0	0	3
ENSG00000233220	1	23	7	8	3	2	9	0
ENSG00000233221	0	1	1	287	0	1	0	28
ENSG00000233222	20	9	12	10	22	16	12	8
ENSG00000233223	855	628	654	238	764	451	650	428
ENSG00000233225	18	21	44	31	39	16	21	14
ENSG00000233228	0	0	0	0	0	0	0	0
ENSG00000233229	1	1	0	1	2	1	3	0
ENSG00000233230	62	115	108	27	63	49	40	63
ENSG00000233231	33	21	43	44	97	59	16	60
ENSG00000233232	49	61	155	33	171	48	23	52
ENSG00000233234	0	0	0	0	0	0	0	0
ENSG00000233235	0	0	4	0	3	4	0	0
ENSG00000233236	1	0	0	0	0	0	0	0
ENSG00000233237	3941	344	4435	492	4367	4705	1515	986
ENSG00000233238	0	0	0	0	0	0	0	0
ENSG00000233242	0	0	3	2	2	2	0	1
ENSG00000233243	0	0	0	0	0	0	0	0
ENSG00000233246	0	8	6	11	2	1	0	3
ENSG00000233247	3	3	3	2	2	8	2	4
ENSG00000233248	0	0	0	0	0	0	0	0
ENSG00000233250	26	66	60	19	24	37	24	10
ENSG00000233251	931	158	1071	84	1080	1107	560	233
ENSG00000233252	0	0	2	1	4	0	0	0
ENSG00000233254	10	2	3	1	13	4	0	0
ENSG00000233256	8	2	11	3	9	3	0	0
ENSG00000233258	0	0	0	0	0	0	0	0
ENSG00000233259	0	0	0	0	0	0	0	0
ENSG00000233260	0	1	0	0	0	0	0	0
ENSG00000233261	7	6	18	7	21	4	14	9
ENSG00000233262	0	0	3	2	0	4	0	4
ENSG00000233263	0	0	0	0	0	0	0	0
ENSG00000233264	48	12	45	111	64	41	19	61
ENSG00000233266	16	20	28	13	28	26	19	24
ENSG00000233268	1	0	2	1	1	0	0	0
ENSG00000233270	42	88	32	74	46	24	33	24
ENSG00000233271	25	75	32	36	22	13	32	35
ENSG00000233272	0	0	0	0	0	0	0	0
ENSG00000233273	0	0	0	0	0	0	0	0
ENSG00000233275	0	0	2	0	2	2	0	0
ENSG00000233276	12187	19666	12939	18222	14210	8611	9267	7520
ENSG00000233277	0	0	0	0	0	0	0	0
ENSG00000233278	1	0	0	0	0	0	1	2
ENSG00000233285	0	0	0	0	0	0	0	0
ENSG00000233286	4	5	2	0	3	8	1	3
ENSG00000233287	5	4	3	5	5	1	4	1
ENSG00000233288	2	2	1	0	1	0	0	0
ENSG00000233290	0	0	3	7	0	0	0	0
ENSG00000233291	0	0	0	0	0	0	0	0
ENSG00000233292	0	0	3	7	5	0	0	4
ENSG00000233293	0	5	1	1	5	1	0	0
ENSG00000233295	3	18	22	5	37	32	6	9
ENSG00000233296	31	61	46	29	59	33	34	37
ENSG00000233297	76	45	77	69	46	12	9	8
ENSG00000233299	0	3	0	0	0	0	0	0
ENSG00000233300	0	0	0	0	0	0	0	0
ENSG00000233301	0	0	0	0	0	0	0	0
ENSG00000233303	2	6	6	2	1	1	2	8
ENSG00000233304	0	1	0	1	1	3	0	0
ENSG00000233306	22	0	20	12	53	18	6	4
ENSG00000233307	1	2	0	0	3	3	0	1
ENSG00000233308	2	2	6	20	8	0	7	4
ENSG00000233309	2	12	0	1	1	24	7	7
ENSG00000233311	1	0	0	0	0	0	0	0
ENSG00000233313	4	15	2	37	8	10	6	10
ENSG00000233316	0	0	0	0	0	2	4	0
ENSG00000233318	0	0	0	0	0	0	0	0
ENSG00000233319	2	1	3	1	4	1	0	3
ENSG00000233321	48	20	12	43	40	34	22	33
ENSG00000233324	0	0	1	0	0	1	0	0
ENSG00000233325	11	25	30	16	41	38	6	16
ENSG00000233327	447	63	139	34	896	1090	154	762
ENSG00000233328	41	267	32	41	41	39	29	23
ENSG00000233329	0	0	0	0	0	0	0	0
ENSG00000233330	21	17	35	11	35	24	9	9
ENSG00000233332	4	52	1	19	1	2	2	12
ENSG00000233333	3	0	1	0	2	1	1	0
ENSG00000233334	8	4	10	1	21	19	1	7
ENSG00000233335	0	0	0	0	0	0	0	0
ENSG00000233336	0	0	0	0	0	0	0	0
ENSG00000233337	52	50	70	37	30	42	37	56
ENSG00000233338	8	20	29	45	11	12	10	8
ENSG00000233339	1	0	0	2	0	0	2	0
ENSG00000233340	0	0	0	0	1	1	1	3
ENSG00000233342	0	14	1	0	0	0	0	0
ENSG00000233343	0	0	0	3	2	0	0	2
ENSG00000233347	21	100	24	28	18	8	12	19
ENSG00000233349	0	3	0	0	1	0	2	0
ENSG00000233351	52	6	61	34	40	39	29	44
ENSG00000233352	0	0	0	0	0	0	0	0
ENSG00000233353	0	0	0	0	0	0	0	0
ENSG00000233354	1	0	19	8	5	3	13	0
ENSG00000233355	118	28	228	138	251	75	204	36
ENSG00000233357	0	0	0	0	0	0	0	0
ENSG00000233358	1	0	0	2	2	12	0	5
ENSG00000233359	0	0	0	0	0	0	0	0
ENSG00000233360	34	14	78	113	109	32	17	33
ENSG00000233363	2	0	0	1	2	1	2	1
ENSG00000233365	4	1	3	13	3	0	1	0
ENSG00000233366	0	0	0	0	0	0	0	0
ENSG00000233367	1	1	1	2	0	0	0	0
ENSG00000233369	698	832	1288	601	1278	800	591	1652
ENSG00000233370	1	3	1	1	0	3	0	2
ENSG00000233372	5	0	9	1	7	3	2	0
ENSG00000233376	0	0	0	0	0	0	0	0
ENSG00000233377	4	10	10	18	31	8	4	1
ENSG00000233378	0	0	0	0	0	0	0	0
ENSG00000233379	0	0	1	0	0	0	0	0
ENSG00000233380	2	4	2	5	3	5	5	7
ENSG00000233381	0	2	2	7	2	2	1	3
ENSG00000233382	91	79	196	83	163	104	69	67
ENSG00000233383	0	0	3	1	0	1	2	3
ENSG00000233384	1	0	2	0	1	1	0	2
ENSG00000233385	0	0	0	0	0	0	0	0
ENSG00000233387	3	2	20	5	84	5	23	10
ENSG00000233388	2	1	7	2	1	2	3	4
ENSG00000233392	520	338	601	87	218	250	680	92
ENSG00000233393	7	9	47	4	94	66	0	7
ENSG00000233395	4	3	9	2	4	6	1	1
ENSG00000233396	58	398	105	158	88	76	23	60
ENSG00000233397	0	0	0	10	0	0	0	0
ENSG00000233399	0	0	0	5	3	0	0	4
ENSG00000233401	0	0	0	2	1	0	0	0
ENSG00000233402	0	0	0	0	0	0	0	0
ENSG00000233403	7	0	0	0	9	8	4	0
ENSG00000233405	2	3	3	0	1	0	0	0
ENSG00000233406	5	6	6	10	9	11	11	5
ENSG00000233407	0	0	0	0	0	0	0	0
ENSG00000233408	0	0	0	0	0	0	0	0
ENSG00000233409	0	0	0	0	0	1	0	0
ENSG00000233410	1	1	1	0	0	0	0	0
ENSG00000233411	4	4	6	6	3	9	5	1
ENSG00000233412	0	0	0	0	0	0	0	0
ENSG00000233415	0	0	0	0	0	0	0	0
ENSG00000233416	14	8	9	1	17	6	0	1
ENSG00000233417	0	0	0	0	0	0	0	0
ENSG00000233419	1	0	0	0	0	0	0	0
ENSG00000233420	1	1	9	0	0	0	2	3
ENSG00000233421	4	26	48	31	23	12	7	11
ENSG00000233423	0	0	0	0	0	0	0	0
ENSG00000233424	0	0	0	0	0	0	0	0
ENSG00000233425	0	0	0	0	0	0	0	0
ENSG00000233426	112	148	157	208	121	78	132	117
ENSG00000233427	16	4	27	5	11	8	9	20
ENSG00000233428	0	0	1	0	0	0	0	0
ENSG00000233429	526	179	1166	298	1108	885	565	461
ENSG00000233430	1	0	2	0	2	2	4	3
ENSG00000233431	62	82	1	1	3	8	10	3
ENSG00000233432	5	1	4	1	1	3	0	1
ENSG00000233433	0	0	0	0	0	0	0	0
ENSG00000233435	3	43	16	3	6	8	1	16
ENSG00000233436	14	13	9	1	21	14	14	6
ENSG00000233437	0	0	0	0	0	0	0	0
ENSG00000233440	0	0	0	1	0	0	0	0
ENSG00000233441	0	0	0	0	0	0	0	0
ENSG00000233442	0	0	0	0	0	0	0	0
ENSG00000233444	0	0	0	0	0	0	0	1
ENSG00000233445	0	1	0	0	0	0	0	0
ENSG00000233446	0	0	0	0	0	0	0	0
ENSG00000233447	0	0	0	0	0	0	0	0
ENSG00000233448	6	17	22	24	4	0	2	8
ENSG00000233449	0	0	0	1	0	0	0	0
ENSG00000233451	1	0	6	6	3	4	1	0
ENSG00000233452	197	140	258	65	212	141	153	102
ENSG00000233454	0	0	0	0	0	0	0	0
ENSG00000233455	0	0	2	0	1	0	1	3
ENSG00000233456	0	0	0	1	0	0	0	0
ENSG00000233457	1	0	3	0	1	1	1	5
ENSG00000233459	4	2	10	5	1	5	3	4
ENSG00000233460	0	0	0	0	0	0	0	1
ENSG00000233461	107	387	92	187	148	156	141	168
ENSG00000233464	0	0	0	0	0	3	0	1
ENSG00000233467	9	14	3	4	2	5	3	3
ENSG00000233469	23	32	29	21	44	38	12	50
ENSG00000233470	0	0	0	0	0	0	0	0
ENSG00000233471	2	1	0	5	7	1	3	0
ENSG00000233472	0	1	0	0	2	0	0	1
ENSG00000233473	2	3	7	0	13	0	4	0
ENSG00000233476	356	348	349	311	337	219	254	379
ENSG00000233477	0	0	0	0	0	0	0	0
ENSG00000233478	15	7	23	6	20	15	13	32
ENSG00000233479	0	1	0	0	5	0	0	0
ENSG00000233480	0	0	0	0	0	0	1	0
ENSG00000233482	0	0	0	0	2	0	3	0
ENSG00000233483	53	138	70	214	70	56	50	173
ENSG00000233484	0	2	0	0	0	0	0	0
ENSG00000233485	33	7	84	43	45	40	13	83
ENSG00000233487	4	8	8	31	13	0	1	69
ENSG00000233489	0	0	0	0	1	0	0	0
ENSG00000233491	1	0	5	4	3	3	0	6
ENSG00000233492	0	0	0	1	0	0	0	0
ENSG00000233493	460	2211	605	934	337	289	528	339
ENSG00000233494	0	0	1	0	0	0	0	0
ENSG00000233496	2	2	1	1	0	0	0	1
ENSG00000233497	0	0	0	0	2	0	0	0
ENSG00000233499	0	0	0	0	0	0	0	0
ENSG00000233502	0	0	2	0	0	0	2	0
ENSG00000233503	2	2	0	0	0	0	2	3
ENSG00000233508	2	1	6	0	3	1	0	0
ENSG00000233509	5	0	16	6	9	6	11	12
ENSG00000233511	0	0	0	0	0	0	0	0
ENSG00000233514	8	11	6	10	4	9	5	4
ENSG00000233515	2	4	6	2	9	3	0	16
ENSG00000233516	0	0	0	0	0	0	0	0
ENSG00000233517	0	0	1	14	0	0	0	1
ENSG00000233518	0	0	1	0	0	0	0	0
ENSG00000233519	0	0	0	0	0	0	0	0
ENSG00000233521	0	1	2	12	13	3	6	11
ENSG00000233522	0	0	0	0	0	2	0	0
ENSG00000233523	0	0	0	0	2	2	1	4
ENSG00000233524	1	2	2	1	1	2	0	0
ENSG00000233526	0	0	0	0	0	0	0	0
ENSG00000233527	370	434	630	415	574	279	311	523
ENSG00000233528	0	0	0	0	0	0	0	0
ENSG00000233529	30	2	13	2	10	6	2	0
ENSG00000233531	0	0	0	0	0	0	0	0
ENSG00000233532	47	311	3	4	4	21	27	20
ENSG00000233533	1	0	0	0	0	0	0	0
ENSG00000233534	0	0	0	0	0	0	0	0
ENSG00000233535	0	5	1	0	3	0	2	1
ENSG00000233536	1	3	2	0	2	0	6	0
ENSG00000233537	0	0	0	0	0	0	0	0
ENSG00000233538	1	3	0	0	3	3	13	1
ENSG00000233539	1	1	7	284	8	8	0	21
ENSG00000233540	2	1	1	0	2	0	0	5
ENSG00000233541	2	0	0	0	1	0	2	0
ENSG00000233542	1	52	2	1	2	0	2	16
ENSG00000233543	7	7	1	2	2	5	7	0
ENSG00000233544	6	0	0	1	0	1	11	0
ENSG00000233545	0	0	0	0	0	0	0	0
ENSG00000233546	0	0	0	0	0	0	0	0
ENSG00000233547	51	66	100	38	89	43	22	42
ENSG00000233548	0	0	0	0	0	0	0	0
ENSG00000233549	0	7	0	0	0	0	0	0
ENSG00000233550	0	0	0	0	0	0	0	0
ENSG00000233551	2	0	0	0	0	0	0	0
ENSG00000233553	0	0	0	0	0	0	0	0
ENSG00000233554	102	73	76	30	53	62	94	43
ENSG00000233555	0	0	0	0	0	0	0	0
ENSG00000233557	0	0	0	0	0	0	0	0
ENSG00000233558	53	73	68	76	52	35	47	44
ENSG00000233559	69	81	7	51	38	40	50	18
ENSG00000233560	10	8	9	56	17	17	7	27
ENSG00000233562	0	0	0	0	0	0	1	0
ENSG00000233563	0	0	0	0	0	0	0	0
ENSG00000233565	0	1	0	1	1	0	1	0
ENSG00000233569	0	2	5	10	9	2	2	0
ENSG00000233570	3	1	0	0	0	2	0	0
ENSG00000233571	0	0	0	0	0	0	0	0
ENSG00000233574	0	0	0	0	0	0	2	0
ENSG00000233575	0	0	0	0	0	0	0	0
ENSG00000233576	1	0	5	2	2	1	0	0
ENSG00000233577	0	0	0	0	0	0	7	0
ENSG00000233578	104	35	91	349	218	146	45	442
ENSG00000233579	1	7	0	2	5	0	2	6
ENSG00000233581	0	0	0	0	0	0	0	0
ENSG00000233583	1	1	0	2	1	6	0	7
ENSG00000233585	26	97	33	107	15	20	6	18
ENSG00000233586	5	15	3	2	4	2	0	0
ENSG00000233587	0	0	0	0	0	0	0	0
ENSG00000233588	27	17	28	14	39	32	29	10
ENSG00000233589	0	4	1	9	3	0	0	3
ENSG00000233590	2	8	7	1	2	3	1	1
ENSG00000233593	117	64	169	102	185	158	155	285
ENSG00000233594	3	7	10	4	3	6	3	8
ENSG00000233595	0	0	0	0	0	0	0	0
ENSG00000233597	27	64	65	36	51	25	37	47
ENSG00000233601	0	3	0	0	0	0	0	0
ENSG00000233602	12	12	20	41	25	33	7	48
ENSG00000233603	0	0	1	0	3	1	1	1
ENSG00000233605	0	0	0	0	0	0	0	0
ENSG00000233606	0	0	0	0	0	0	0	0
ENSG00000233607	0	0	12	3	0	0	1	1
ENSG00000233608	343	108	495	96	564	266	289	243
ENSG00000233609	285	403	285	175	354	237	185	729
ENSG00000233610	0	0	0	0	1	0	1	1
ENSG00000233611	1	1	0	0	0	1	0	0
ENSG00000233613	6	18	9	16	20	46	1	19
ENSG00000233614	1	34	1	0	1	4	0	2
ENSG00000233615	0	0	0	0	0	0	0	0
ENSG00000233616	0	0	0	0	0	0	0	0
ENSG00000233619	0	0	0	0	0	0	0	0
ENSG00000233620	0	0	0	0	0	0	0	0
ENSG00000233621	324	981	428	511	317	198	282	194
ENSG00000233622	120	320	358	133	381	353	94	218
ENSG00000233623	0	10	10	29	15	4	2	9
ENSG00000233625	6	3	4	6	9	4	1	2
ENSG00000233626	3	7	5	3	4	4	6	2
ENSG00000233627	0	0	0	0	0	0	0	1
ENSG00000233632	0	0	0	0	0	0	0	0
ENSG00000233633	2	0	0	0	3	3	0	1
ENSG00000233634	0	0	0	0	0	0	0	0
ENSG00000233635	1	1	0	1	2	11	0	20
ENSG00000233639	0	0	1	0	0	0	2	0
ENSG00000233640	0	0	0	0	0	0	0	0
ENSG00000233642	3	0	4	0	2	18	1	0
ENSG00000233643	3	10	1	3	3	2	5	5
ENSG00000233644	0	0	0	0	0	1	0	0
ENSG00000233645	0	2	0	1	0	1	0	0
ENSG00000233646	0	0	0	1	0	0	0	1
ENSG00000233647	2	1	2	1	3	2	1	1
ENSG00000233648	0	1	0	1	2	0	1	0
ENSG00000233651	0	0	0	0	1	1	0	0
ENSG00000233652	2	0	0	0	1	0	0	0
ENSG00000233653	0	0	0	0	0	0	0	0
ENSG00000233654	38	72	92	42	101	64	48	55
ENSG00000233655	0	0	2	2	2	0	0	0
ENSG00000233656	11	5	0	0	2	3	1	6
ENSG00000233659	0	0	0	0	0	0	0	0
ENSG00000233661	8	0	0	0	5	7	2	6
ENSG00000233662	1	1	0	5	0	0	0	0
ENSG00000233663	0	0	0	0	0	0	0	0
ENSG00000233664	0	0	0	0	1	2	1	0
ENSG00000233665	83	23	86	50	144	43	59	132
ENSG00000233668	23	15	5	8	19	2	8	3
ENSG00000233670	3	8	1	1	7	0	0	1
ENSG00000233671	0	0	0	0	0	0	0	0
ENSG00000233672	22	96	89	57	85	46	27	105
ENSG00000233673	2	1	6	10	6	22	9	10
ENSG00000233674	0	0	0	1	1	1	0	0
ENSG00000233676	0	0	0	0	0	0	0	0
ENSG00000233677	3	8	4	0	2	3	0	2
ENSG00000233680	47	72	185	28	60	89	43	131
ENSG00000233681	0	2	0	0	0	0	0	0
ENSG00000233682	10	10	4	21	15	88	3	25
ENSG00000233683	0	0	0	0	0	0	0	0
ENSG00000233684	1	1	1	0	3	0	0	0
ENSG00000233685	0	0	0	0	0	0	0	0
ENSG00000233686	0	0	0	0	0	0	0	0
ENSG00000233688	0	0	0	0	0	2	0	0
ENSG00000233689	0	0	0	0	0	0	0	0
ENSG00000233690	9	14	34	28	34	21	6	16
ENSG00000233691	4	2	6	0	14	2	4	0
ENSG00000233693	0	4	1	0	0	0	2	0
ENSG00000233694	0	1	12	1	1	3	0	0
ENSG00000233695	1866	3340	2397	476	2371	1893	961	674
ENSG00000233699	0	0	0	0	1	0	0	0
ENSG00000233701	0	0	0	0	0	0	0	0
ENSG00000233702	0	1	0	0	0	3	0	1
ENSG00000233703	0	0	0	0	0	0	0	0
ENSG00000233705	66	12	27	44	9	5	19	3
ENSG00000233706	36	121	43	233	38	49	38	39
ENSG00000233707	1	0	2	6	0	2	0	1
ENSG00000233708	1	7	2	1	2	0	1	1
ENSG00000233709	0	0	0	0	0	0	0	0
ENSG00000233710	0	0	0	0	0	0	0	0
ENSG00000233711	0	0	0	0	0	0	0	0
ENSG00000233712	0	0	0	2	0	0	0	0
ENSG00000233713	0	3	0	1	1	1	0	0
ENSG00000233714	0	0	0	0	1	1	0	2
ENSG00000233716	2	1	2	0	1	2	0	8
ENSG00000233717	1	1	0	1	6	0	0	0
ENSG00000233718	5	0	1	0	0	1	4	11
ENSG00000233719	1	4	4	5	8	4	1	2
ENSG00000233720	0	0	0	0	0	0	0	0
ENSG00000233721	9	0	4	2	6	2	5	0
ENSG00000233723	8	51	12	3	11	7	4	8
ENSG00000233724	0	1	0	0	0	0	0	0
ENSG00000233725	21	3	124	31	30	19	14	4
ENSG00000233727	0	0	0	0	0	0	0	0
ENSG00000233728	68	132	67	464	82	51	38	164
ENSG00000233729	2	0	1	0	3	5	1	1
ENSG00000233730	14	0	284	49	46	23	13	0
ENSG00000233732	0	0	0	0	0	0	0	0
ENSG00000233733	0	1	0	2	0	2	1	0
ENSG00000233735	0	0	0	0	2	0	0	0
ENSG00000233737	0	0	0	0	0	0	0	0
ENSG00000233739	65	227	138	56	117	119	43	212
ENSG00000233740	0	0	0	0	0	0	0	0
ENSG00000233741	5	1	0	0	1	3	1	1
ENSG00000233746	112	3	104	3	94	44	56	9
ENSG00000233747	0	11	2	12	0	4	3	7
ENSG00000233750	48	138	13	11	15	22	10	47
ENSG00000233751	1	0	2	0	1	0	0	0
ENSG00000233752	0	1	0	0	0	0	0	0
ENSG00000233754	4	2	19	2	4	10	4	1
ENSG00000233755	0	0	0	1	3	0	0	1
ENSG00000233756	0	0	0	0	0	2	0	0
ENSG00000233757	171	167	240	595	296	216	85	368
ENSG00000233760	110	49	260	11	393	355	92	31
ENSG00000233762	432	372	325	388	333	181	359	384
ENSG00000233764	4	0	2	0	13	0	1	1
ENSG00000233765	8	30	1	4	1	1	4	11
ENSG00000233766	363	35	593	174	571	580	330	53
ENSG00000233767	0	0	0	0	0	0	0	0
ENSG00000233771	0	9	4	0	1	5	0	6
ENSG00000233774	0	0	0	0	0	0	0	0
ENSG00000233775	2	11	2	5	2	0	0	2
ENSG00000233778	2	4	2	1	1	1	3	4
ENSG00000233780	2	3	1	0	0	1	0	2
ENSG00000233782	0	0	0	0	0	0	0	0
ENSG00000233783	6	1	4	1	2	8	1	1
ENSG00000233785	7	7	7	7	13	13	8	0
ENSG00000233786	0	0	0	2	2	0	0	0
ENSG00000233787	0	0	0	0	0	0	0	0
ENSG00000233791	16	6	13	68	17	14	16	6
ENSG00000233792	0	0	0	0	3	0	1	0
ENSG00000233797	10	56	18	7	10	25	7	21
ENSG00000233799	43	207	66	25	71	72	13	137
ENSG00000233802	0	0	0	0	0	0	0	0
ENSG00000233803	0	0	0	0	0	0	0	0
ENSG00000233805	0	0	0	0	0	0	0	0
ENSG00000233806	86	120	433	863	426	244	91	149
ENSG00000233807	0	0	0	0	0	0	0	0
ENSG00000233810	0	0	0	0	0	0	0	0
ENSG00000233814	0	2	1	0	0	0	2	2
ENSG00000233816	0	0	0	0	1	0	0	0
ENSG00000233817	14	1	11	9	4	9	8	11
ENSG00000233818	13	4	7	23	20	10	1	15
ENSG00000233819	0	0	0	0	0	0	0	0
ENSG00000233820	75	87	90	542	110	153	35	66
ENSG00000233821	1	1	1	0	2	0	0	0
ENSG00000233822	47	236	152	85	86	75	14	23
ENSG00000233823	0	0	0	0	0	0	0	0
ENSG00000233824	0	5	2	0	2	0	0	0
ENSG00000233825	79	54	101	79	134	83	97	64
ENSG00000233827	1	0	0	0	0	0	0	0
ENSG00000233828	18	11	17	4	37	9	6	6
ENSG00000233829	0	0	4	0	0	0	0	0
ENSG00000233830	50	31	54	50	49	45	38	31
ENSG00000233832	0	0	0	0	0	0	0	0
ENSG00000233833	1	3	0	2	1	3	5	1
ENSG00000233834	174	597	167	150	115	115	101	475
ENSG00000233835	0	0	0	0	0	0	0	0
ENSG00000233836	489	45	480	285	607	513	165	447
ENSG00000233837	7	6	10	11	9	6	4	4
ENSG00000233838	5	14	11	21	6	5	3	9
ENSG00000233839	0	0	5	3	2	1	1	6
ENSG00000233840	0	0	0	0	0	0	0	0
ENSG00000233842	0	0	0	0	2	0	0	0
ENSG00000233843	0	0	0	0	0	0	0	0
ENSG00000233845	7	3	5	22	10	24	7	13
ENSG00000233846	6	11	7	6	12	16	5	3
ENSG00000233847	4	10	3	4	9	10	9	5
ENSG00000233848	0	0	1	0	0	0	0	3
ENSG00000233849	42	177	86	56	89	70	44	110
ENSG00000233850	2	3	35	9	34	5	7	9
ENSG00000233851	2	0	0	0	1	0	0	0
ENSG00000233852	3	14	5	3	0	2	0	7
ENSG00000233854	0	0	0	0	0	158	0	4
ENSG00000233858	0	0	4	2	1	0	2	6
ENSG00000233859	9	25	23	17	10	18	0	11
ENSG00000233860	571	169	467	429	483	479	370	227
ENSG00000233861	0	0	0	0	0	0	0	0
ENSG00000233862	7	13	16	5	14	2	1	4
ENSG00000233866	0	0	0	0	0	0	0	0
